Region,Year,Month,Rainfall
Johor,2002,10,121.1
Johor,2003,10,268.45
Johor,2004,10,254.025
Johor,2005,10,236.75
Johor,2006,10,145.85
Johor,2007,10,173.15
Johor,2008,10,289.2
Johor,2009,10,117.45
Johor,2010,10,123.9
Johor,2011,10,357.15
Johor,2012,10,188.025
Johor,2013,10,186.25
Johor,2014,10,205.6
Johor,2015,10,156.65
Johor,2016,10,194.7
Johor,2017,10,0.0
Johor,2018,10,0.0
Johor,2019,10,0.0
Johor,2020,10,0.0
Pahang,1980,10,289.81875
Pahang,1981,10,175.0375
Pahang,1982,10,169.1375
Pahang,1983,10,114.75
Pahang,1984,10,167.7153846
Pahang,1985,10,285.3076923
Pahang,1986,10,275.9923077
Pahang,1987,10,249.1
Pahang,1988,10,101.6769231
Pahang,1989,10,250.3692308
Pahang,1990,10,173.8307692
Pahang,1991,10,257.7230769
Pahang,1992,10,238.1769231
Pahang,1993,10,270.3230769
Pahang,1994,10,202.9307692
Pahang,1995,10,249.3153846
Pahang,1996,10,167.4
Pahang,1997,10,241.4307692
Pahang,1998,10,245.9846154
Pahang,1999,10,252.0461538
Pahang,2000,10,226.9692308
Pahang,2001,10,198.4692308
Pahang,2002,10,171.7846154
Pahang,2003,10,226.2307692
Pahang,2004,10,387.0153846
Pahang,2005,10,204.9230769
Pahang,2006,10,140.8
Pahang,2007,10,350.4
Pahang,2008,10,236.0333333
Pahang,2009,10,225.4
Pahang,2010,10,82.0
Pahang,2011,10,278.2
Pahang,2012,10,217.4
Pahang,2013,10,239.4
Pahang,2014,10,271.7333333
Pahang,2015,10,164.4666667
Pahang,2016,10,192.2
Pahang,2017,10,0.0
Pahang,2018,10,0.0
Pahang,2019,10,0.0
Pahang,2020,10,0.0
Perak,1980,10,194.9
Perak,1981,10,374.4
Perak,1982,10,225.35
Perak,1983,10,81.925
Perak,1984,10,274.0
Perak,1985,10,252.4222222
Perak,1986,10,191.8
Perak,1987,10,419.7
Perak,1988,10,98.5
Perak,1989,10,178.2111111
Perak,1990,10,344.6333333
Perak,1991,10,167.4111111
Perak,1992,10,218.1333333
Perak,1993,10,336.24
Perak,1994,10,171.72
Perak,1995,10,222.42
Perak,1996,10,230.82
Perak,1997,10,213.37
Perak,1998,10,224.9
Perak,1999,10,282.14
Perak,2000,10,194.87
Perak,2001,10,241.5
Perak,2002,10,233.22
Perak,2003,10,512.66
Perak,2004,10,254.72
Perak,2005,10,347.6
Perak,2006,10,235.92
Perak,2007,10,234.38
Perak,2008,10,420.88
Perak,2009,10,240.38
Perak,2010,10,95.82
Perak,2011,10,357.14
Perak,2012,10,240.24
Perak,2013,10,388.26
Perak,2014,10,300.96
Perak,2015,10,277.84
Perak,2016,10,202.2
Perak,2017,10,0.0
Perak,2018,10,0.0
Perak,2019,10,0.0
Perak,2020,10,0.0
Other Pen. States,1980,10,210.8222329
Other Pen. States,1981,10,263.9120675
Other Pen. States,1982,10,290.1424843
Other Pen. States,1983,10,323.1445627
Other Pen. States,1984,10,173.000322
Other Pen. States,1985,10,236.6106161
Other Pen. States,1986,10,255.4257462
Other Pen. States,1987,10,318.3155781
Other Pen. States,1988,10,191.3549
Other Pen. States,1989,10,305.6878564
Other Pen. States,1990,10,292.9755767
Other Pen. States,1991,10,252.3103881
Other Pen. States,1992,10,191.2722513
Other Pen. States,1993,10,342.2058254
Other Pen. States,1994,10,290.5610766
Other Pen. States,1995,10,204.4009274
Other Pen. States,1996,10,278.2461983
Other Pen. States,1997,10,282.4126513
Other Pen. States,1998,10,215.8281212
Other Pen. States,1999,10,246.5206606
Other Pen. States,2000,10,213.1436565
Other Pen. States,2001,10,256.3779568
Other Pen. States,2002,10,200.2047787
Other Pen. States,2003,10,283.4560848
Other Pen. States,2004,10,291.6102073
Other Pen. States,2005,10,284.3887701
Other Pen. States,2006,10,245.5394097
Other Pen. States,2007,10,301.9488468
Other Pen. States,2008,10,318.7912288
Other Pen. States,2009,10,257.7375552
Other Pen. States,2010,10,226.2549294
Other Pen. States,2011,10,354.506029
Other Pen. States,2012,10,330.8357599
Other Pen. States,2013,10,256.5239732
Other Pen. States,2014,10,299.257413
Other Pen. States,2015,10,289.054368
Other Pen. States,2016,10,226.4379784
Other Pen. States,2017,10,0.0
Other Pen. States,2018,10,0.0
Other Pen. States,2019,10,0.0
Other Pen. States,2020,10,0.0
Peninsula,1980,10,252.877076
Peninsula,1981,10,227.6922797
Peninsula,1982,10,202.3534603
Peninsula,1983,10,152.7565082
Peninsula,1984,10,186.4362494
Peninsula,1985,10,245.4823898
Peninsula,1986,10,254.4446337
Peninsula,1987,10,282.2352949
Peninsula,1988,10,115.40631
Peninsula,1989,10,242.5639462
Peninsula,1990,10,256.6753147
Peninsula,1991,10,234.0110326
Peninsula,1992,10,186.9055167
Peninsula,1993,10,307.7908162
Peninsula,1994,10,199.41761
Peninsula,1995,10,228.8055032
Peninsula,1996,10,215.4103439
Peninsula,1997,10,213.5238667
Peninsula,1998,10,217.2392897
Peninsula,1999,10,254.8495586
Peninsula,2000,10,189.1692366
Peninsula,2001,10,240.4148118
Peninsula,2002,10,175.1474898
Peninsula,2003,10,307.3093567
Peninsula,2004,10,299.9439209
Peninsula,2005,10,260.2674885
Peninsula,2006,10,184.8271205
Peninsula,2007,10,264.1482938
Peninsula,2008,10,306.786465
Peninsula,2009,10,204.3939308
Peninsula,2010,10,131.6526159
Peninsula,2011,10,334.7684477
Peninsula,2012,10,240.4555094
Peninsula,2013,10,256.3198148
Peninsula,2014,10,264.5438467
Peninsula,2015,10,213.7871187
Peninsula,2016,10,203.083229
Peninsula,2017,10,0.0
Peninsula,2018,10,0.0
Peninsula,2019,10,0.0
Peninsula,2020,10,0.0
Sabah,1980,10,322.2388889
Sabah,1981,10,365.25
Sabah,1982,10,129.1
Sabah,1983,10,205.995
Sabah,1984,10,199.13
Sabah,1985,10,272.955
Sabah,1986,10,263.665
Sabah,1987,10,186.98
Sabah,1988,10,312.785
Sabah,1989,10,330.725
Sabah,1990,10,163.91
Sabah,1991,10,161.28
Sabah,1992,10,293.705
Sabah,1993,10,270.7
Sabah,1994,10,224.14
Sabah,1995,10,267.25
Sabah,1996,10,294.4
Sabah,1997,10,160.035
Sabah,1998,10,484.865
Sabah,1999,10,283.83
Sabah,2000,10,489.545
Sabah,2001,10,288.575
Sabah,2002,10,205.92
Sabah,2003,10,267.62
Sabah,2004,10,181.1
Sabah,2005,10,317.6
Sabah,2006,10,352.78
Sabah,2007,10,322.03
Sabah,2008,10,283.15
Sabah,2009,10,296.305
Sabah,2010,10,138.45
Sabah,2011,10,184.86
Sabah,2012,10,240.92
Sabah,2013,10,247.53
Sabah,2014,10,259.125
Sabah,2015,10,203.56
Sabah,2016,10,279.9
Sabah,2017,10,0.0
Sabah,2018,10,0.0
Sabah,2019,10,0.0
Sabah,2020,10,0.0
Sarawak,1980,10,351.6125
Sarawak,1981,10,265.75
Sarawak,1982,10,275.8875
Sarawak,1983,10,228.49
Sarawak,1984,10,358.62
Sarawak,1985,10,276.83
Sarawak,1986,10,373.18
Sarawak,1987,10,304.97
Sarawak,1988,10,290.15
Sarawak,1989,10,391.48
Sarawak,1990,10,347.94
Sarawak,1991,10,257.18
Sarawak,1992,10,288.43
Sarawak,1993,10,321.51
Sarawak,1994,10,311.43
Sarawak,1995,10,299.6
Sarawak,1996,10,408.5
Sarawak,1997,10,238.73
Sarawak,1998,10,340.98
Sarawak,1999,10,496.52
Sarawak,2000,10,381.59
Sarawak,2001,10,392.84
Sarawak,2002,10,256.38
Sarawak,2003,10,427.02
Sarawak,2004,10,254.14
Sarawak,2005,10,396.1
Sarawak,2006,10,195.14
Sarawak,2007,10,297.76
Sarawak,2008,10,362.92
Sarawak,2009,10,361.28
Sarawak,2010,10,360.8
Sarawak,2011,10,307.68
Sarawak,2012,10,344.34
Sarawak,2013,10,275.74
Sarawak,2014,10,265.24
Sarawak,2015,10,211.16
Sarawak,2016,10,294.92
Sarawak,2017,10,0.0
Sarawak,2018,10,0.0
Sarawak,2019,10,0.0
Sarawak,2020,10,0.0
Johor,1980,11,312.1
Johor,1981,11,249.6666667
Johor,1982,11,253.6333333
Johor,1983,11,273.0666667
Johor,1984,11,254.2666667
Johor,1985,11,313.7666667
Johor,1986,11,180.0333333
Johor,1987,11,212.3666667
Johor,1988,11,332.6
Johor,1989,11,281.0666667
Johor,1990,11,225.5333333
Johor,1991,11,343.0666667
Johor,1992,11,317.2
Johor,1993,11,281.15
Johor,1994,11,374.0
Johor,1995,11,336.025
Johor,1996,11,212.175
Johor,1997,11,197.5
Johor,1998,11,73.625
Johor,1999,11,177.6
Johor,2000,11,248.975
Johor,2001,11,198.025
Johor,2002,11,295.425
Johor,2003,11,253.2
Johor,2004,11,326.425
Johor,2005,11,323.75
Johor,2006,11,300.225
Johor,2007,11,261.75
Johor,2008,11,243.6
Johor,2009,11,267.95
Johor,2010,11,274.175
Johor,2011,11,299.675
Johor,2012,11,398.55
Johor,2013,11,219.65
Johor,2014,11,336.95
Johor,2015,11,290.7
Johor,2016,11,221.4
Johor,2017,11,0.0
Johor,2018,11,0.0
Johor,2019,11,0.0
Johor,2020,11,0.0
Pahang,1980,11,226.7375
Pahang,1981,11,376.175
Pahang,1982,11,329.6875
Pahang,1983,11,227.39375
Pahang,1984,11,205.4153846
Pahang,1985,11,307.0
Pahang,1986,11,145.7538462
Pahang,1987,11,236.8923077
Pahang,1988,11,403.2615385
Pahang,1989,11,163.7769231
Pahang,1990,11,285.7307692
Pahang,1991,11,250.5076923
Pahang,1992,11,379.1615385
Pahang,1993,11,283.3461538
Pahang,1994,11,521.2384615
Pahang,1995,11,295.4923077
Pahang,1996,11,245.4461538
Pahang,1997,11,235.3307692
Pahang,1998,11,180.0384615
Pahang,1999,11,178.4384615
Pahang,2000,11,142.5230769
Pahang,2001,11,327.9384615
Pahang,2002,11,279.8230769
Pahang,2003,11,261.8230769
Pahang,2004,11,181.5692308
Pahang,2005,11,551.3846154
Pahang,2006,11,240.4666667
Pahang,2007,11,192.0666667
Pahang,2008,11,290.4
Pahang,2009,11,257.2
Pahang,2010,11,251.6
Pahang,2011,11,237.3666667
Pahang,2012,11,220.1333333
Pahang,2013,11,175.0666667
Pahang,2014,11,193.2
Pahang,2015,11,244.7333333
Pahang,2016,11,275.5333333
Pahang,2017,11,0.0
Pahang,2018,11,0.0
Pahang,2019,11,0.0
Pahang,2020,11,0.0
Perak,1980,11,221.25
Perak,1981,11,110.25
Perak,1982,11,224.95
Perak,1983,11,145.25
Perak,1984,11,219.0555556
Perak,1985,11,315.1777778
Perak,1986,11,209.4555556
Perak,1987,11,186.2111111
Perak,1988,11,270.9
Perak,1989,11,273.0444444
Perak,1990,11,281.8555556
Perak,1991,11,260.4888889
Perak,1992,11,293.3666667
Perak,1993,11,274.38
Perak,1994,11,320.16
Perak,1995,11,236.28
Perak,1996,11,175.95
Perak,1997,11,290.22
Perak,1998,11,278.0
Perak,1999,11,278.96
Perak,2000,11,202.89
Perak,2001,11,218.08
Perak,2002,11,172.92
Perak,2003,11,252.53
Perak,2004,11,177.23
Perak,2005,11,291.3
Perak,2006,11,275.83
Perak,2007,11,238.09
Perak,2008,11,213.42
Perak,2009,11,275.7
Perak,2010,11,281.54
Perak,2011,11,418.77
Perak,2012,11,273.12
Perak,2013,11,204.04
Perak,2014,11,270.96
Perak,2015,11,360.68
Perak,2016,11,249.3
Perak,2017,11,0.0
Perak,2018,11,0.0
Perak,2019,11,0.0
Perak,2020,11,0.0
Other Pen. States,1980,11,348.7969233
Other Pen. States,1981,11,228.4198167
Other Pen. States,1982,11,383.6788147
Other Pen. States,1983,11,246.9874173
Other Pen. States,1984,11,366.826552
Other Pen. States,1985,11,326.7253227
Other Pen. States,1986,11,618.4225263
Other Pen. States,1987,11,280.2364005
Other Pen. States,1988,11,835.5717169
Other Pen. States,1989,11,323.5250354
Other Pen. States,1990,11,267.5879509
Other Pen. States,1991,11,435.300958
Other Pen. States,1992,11,415.9490653
Other Pen. States,1993,11,412.5164423
Other Pen. States,1994,11,716.5563156
Other Pen. States,1995,11,496.9187814
Other Pen. States,1996,11,231.3078628
Other Pen. States,1997,11,436.683282
Other Pen. States,1998,11,245.5479659
Other Pen. States,1999,11,394.1667055
Other Pen. States,2000,11,453.8078698
Other Pen. States,2001,11,321.2316821
Other Pen. States,2002,11,364.8398268
Other Pen. States,2003,11,462.4343596
Other Pen. States,2004,11,403.7910393
Other Pen. States,2005,11,287.2613988
Other Pen. States,2006,11,407.1755158
Other Pen. States,2007,11,253.5689218
Other Pen. States,2008,11,652.9167489
Other Pen. States,2009,11,583.2799613
Other Pen. States,2010,11,295.4863771
Other Pen. States,2011,11,422.3421905
Other Pen. States,2012,11,365.7262752
Other Pen. States,2013,11,428.0784527
Other Pen. States,2014,11,603.2044507
Other Pen. States,2015,11,448.4878551
Other Pen. States,2016,11,409.9756568
Other Pen. States,2017,11,0.0
Other Pen. States,2018,11,0.0
Other Pen. States,2019,11,0.0
Other Pen. States,2020,11,0.0
Peninsula,1980,11,271.6535595
Peninsula,1981,11,249.7055515
Peninsula,1982,11,286.7848485
Peninsula,1983,11,226.3165993
Peninsula,1984,11,242.1018809
Peninsula,1985,11,314.3965358
Peninsula,1986,11,261.9589702
Peninsula,1987,11,228.5899421
Peninsula,1988,11,443.3088411
Peninsula,1989,11,249.055253
Peninsula,1990,11,265.422736
Peninsula,1991,11,313.7714357
Peninsula,1992,11,349.5785774
Peninsula,1993,11,303.929575
Peninsula,1994,11,468.0829103
Peninsula,1995,11,332.2008957
Peninsula,1996,11,218.0412221
Peninsula,1997,11,270.705112
Peninsula,1998,11,182.4515547
Peninsula,1999,11,247.3491681
Peninsula,2000,11,257.5853598
Peninsula,2001,11,266.5664935
Peninsula,2002,11,283.4056257
Peninsula,2003,11,303.7183543
Peninsula,2004,11,275.0060269
Peninsula,2005,11,372.602792
Peninsula,2006,11,303.4909888
Peninsula,2007,11,235.8431189
Peninsula,2008,11,349.2912548
Peninsula,2009,11,342.3925759
Peninsula,2010,11,274.4932529
Peninsula,2011,11,334.7555916
Peninsula,2012,11,317.5980932
Peninsula,2013,11,254.5814808
Peninsula,2014,11,348.8896579
Peninsula,2015,11,329.3741835
Peninsula,2016,11,287.0329173
Peninsula,2017,11,0.0
Peninsula,2018,11,0.0
Peninsula,2019,11,0.0
Peninsula,2020,11,0.0
Sabah,1980,11,285.0222222
Sabah,1981,11,362.8888889
Sabah,1982,11,130.63
Sabah,1983,11,298.435
Sabah,1984,11,263.175
Sabah,1985,11,324.295
Sabah,1986,11,330.62
Sabah,1987,11,299.79
Sabah,1988,11,413.71
Sabah,1989,11,201.69
Sabah,1990,11,158.59
Sabah,1991,11,288.53
Sabah,1992,11,279.61
Sabah,1993,11,237.93
Sabah,1994,11,361.845
Sabah,1995,11,279.69
Sabah,1996,11,359.945
Sabah,1997,11,229.76
Sabah,1998,11,266.38
Sabah,1999,11,189.18
Sabah,2000,11,225.095
Sabah,2001,11,327.52
Sabah,2002,11,305.83
Sabah,2003,11,225.3
Sabah,2004,11,240.91
Sabah,2005,11,313.15
Sabah,2006,11,151.67
Sabah,2007,11,217.43
Sabah,2008,11,326.1
Sabah,2009,11,246.98
Sabah,2010,11,297.23
Sabah,2011,11,299.38
Sabah,2012,11,413.1
Sabah,2013,11,299.305
Sabah,2014,11,187.06
Sabah,2015,11,265.56
Sabah,2016,11,253.34
Sabah,2017,11,0.0
Sabah,2018,11,0.0
Sabah,2019,11,0.0
Sabah,2020,11,0.0
Sarawak,1980,11,351.875
Sarawak,1981,11,395.5
Sarawak,1982,11,258.1625
Sarawak,1983,11,461.41
Sarawak,1984,11,300.59
Sarawak,1985,11,321.51
Sarawak,1986,11,412.29
Sarawak,1987,11,360.22
Sarawak,1988,11,469.66
Sarawak,1989,11,356.52
Sarawak,1990,11,306.72
Sarawak,1991,11,330.29
Sarawak,1992,11,356.45
Sarawak,1993,11,282.64
Sarawak,1994,11,311.26
Sarawak,1995,11,386.81
Sarawak,1996,11,262.35
Sarawak,1997,11,307.74
Sarawak,1998,11,429.22
Sarawak,1999,11,283.71
Sarawak,2000,11,346.19
Sarawak,2001,11,310.24
Sarawak,2002,11,391.2
Sarawak,2003,11,389.36
Sarawak,2004,11,354.82
Sarawak,2005,11,265.7
Sarawak,2006,11,254.62
Sarawak,2007,11,395.16
Sarawak,2008,11,402.0
Sarawak,2009,11,384.12
Sarawak,2010,11,379.06
Sarawak,2011,11,338.88
Sarawak,2012,11,369.92
Sarawak,2013,11,295.82
Sarawak,2014,11,321.56
Sarawak,2015,11,419.66
Sarawak,2016,11,356.42
Sarawak,2017,11,0.0
Sarawak,2018,11,0.0
Sarawak,2019,11,0.0
Sarawak,2020,11,0.0
Johor,1980,12,267.1666667
Johor,1981,12,428.3666667
Johor,1982,12,740.5
Johor,1983,12,613.8
Johor,1984,12,263.6666667
Johor,1985,12,237.7666667
Johor,1986,12,245.2666667
Johor,1987,12,487.9666667
Johor,1988,12,153.3333333
Johor,1989,12,337.5666667
Johor,1990,12,397.9666667
Johor,1991,12,825.8666667
Johor,1992,12,415.8
Johor,1993,12,321.8
Johor,1994,12,313.875
Johor,1995,12,387.825
Johor,1996,12,211.8
Johor,1997,12,283.575
Johor,1998,12,398.075
Johor,1999,12,171.275
Johor,2000,12,366.775
Johor,2001,12,352.325
Johor,2002,12,264.85
Johor,2003,12,270.475
Johor,2004,12,197.475
Johor,2005,12,219.0
Johor,2006,12,663.35
Johor,2007,12,443.075
Johor,2008,12,303.35
Johor,2009,12,159.6
Johor,2010,12,225.2
Johor,2011,12,435.65
Johor,2012,12,350.025
Johor,2013,12,400.625
Johor,2014,12,429.1
Johor,2015,12,365.0
Johor,2016,12,197.3175
Johor,2017,12,0.0
Johor,2018,12,0.0
Johor,2019,12,0.0
Johor,2020,12,0.0
Pahang,1980,12,231.46875
Pahang,1981,12,222.68125
Pahang,1982,12,117.95625
Pahang,1983,12,338.08125
Pahang,1984,12,350.6769231
Pahang,1985,12,203.3538462
Pahang,1986,12,292.0076923
Pahang,1987,12,443.9769231
Pahang,1988,12,82.4
Pahang,1989,12,185.2769231
Pahang,1990,12,397.9769231
Pahang,1991,12,600.3307692
Pahang,1992,12,318.5076923
Pahang,1993,12,399.8846154
Pahang,1994,12,262.0769231
Pahang,1995,12,456.5769231
Pahang,1996,12,233.1615385
Pahang,1997,12,393.9076923
Pahang,1998,12,505.6384615
Pahang,1999,12,263.8153846
Pahang,2000,12,289.6615385
Pahang,2001,12,428.2538462
Pahang,2002,12,261.9692308
Pahang,2003,12,272.1153846
Pahang,2004,12,273.5538462
Pahang,2005,12,346.7692308
Pahang,2006,12,516.5333333
Pahang,2007,12,808.8666667
Pahang,2008,12,308.9
Pahang,2009,12,556.2
Pahang,2010,12,351.4
Pahang,2011,12,612.8
Pahang,2012,12,367.4666667
Pahang,2013,12,527.6
Pahang,2014,12,719.2
Pahang,2015,12,299.9
Pahang,2016,12,320.6766667
Pahang,2017,12,0.0
Pahang,2018,12,0.0
Pahang,2019,12,0.0
Pahang,2020,12,0.0
Perak,1980,12,160.575
Perak,1981,12,87.15
Perak,1982,12,289.15
Perak,1983,12,211.35
Perak,1984,12,202.9888889
Perak,1985,12,183.0333333
Perak,1986,12,244.0111111
Perak,1987,12,315.3111111
Perak,1988,12,205.3666667
Perak,1989,12,131.9333333
Perak,1990,12,217.5111111
Perak,1991,12,186.3222222
Perak,1992,12,240.8222222
Perak,1993,12,348.74
Perak,1994,12,154.7
Perak,1995,12,344.27
Perak,1996,12,202.76
Perak,1997,12,178.56
Perak,1998,12,256.62
Perak,1999,12,234.21
Perak,2000,12,268.05
Perak,2001,12,142.68
Perak,2002,12,197.66
Perak,2003,12,186.15
Perak,2004,12,148.94
Perak,2005,12,318.9
Perak,2006,12,183.48
Perak,2007,12,131.06
Perak,2008,12,227.9
Perak,2009,12,185.66
Perak,2010,12,190.82
Perak,2011,12,231.98
Perak,2012,12,185.78
Perak,2013,12,194.44
Perak,2014,12,213.52
Perak,2015,12,62.6
Perak,2016,12,175.024
Perak,2017,12,0.0
Perak,2018,12,0.0
Perak,2019,12,0.0
Perak,2020,12,0.0
Other Pen. States,1980,12,189.7676658
Other Pen. States,1981,12,101.1774451
Other Pen. States,1982,12,178.6641862
Other Pen. States,1983,12,170.4880137
Other Pen. States,1984,12,226.1680525
Other Pen. States,1985,12,260.7777277
Other Pen. States,1986,12,269.7256718
Other Pen. States,1987,12,505.2670973
Other Pen. States,1988,12,191.0481068
Other Pen. States,1989,12,200.3159665
Other Pen. States,1990,12,204.8467446
Other Pen. States,1991,12,459.9383771
Other Pen. States,1992,12,298.5141249
Other Pen. States,1993,12,418.7525742
Other Pen. States,1994,12,178.0559463
Other Pen. States,1995,12,394.0557779
Other Pen. States,1996,12,530.455391
Other Pen. States,1997,12,374.211328
Other Pen. States,1998,12,346.1808441
Other Pen. States,1999,12,394.4756779
Other Pen. States,2000,12,418.4819759
Other Pen. States,2001,12,236.7997824
Other Pen. States,2002,12,379.8518593
Other Pen. States,2003,12,435.2524936
Other Pen. States,2004,12,205.4777489
Other Pen. States,2005,12,348.3440047
Other Pen. States,2006,12,229.9913023
Other Pen. States,2007,12,325.5236288
Other Pen. States,2008,12,360.4045793
Other Pen. States,2009,12,336.0129243
Other Pen. States,2010,12,377.3107926
Other Pen. States,2011,12,257.9480048
Other Pen. States,2012,12,582.9258549
Other Pen. States,2013,12,366.3347472
Other Pen. States,2014,12,524.5548291
Other Pen. States,2015,12,362.4773379
Other Pen. States,2016,12,438.9377235
Other Pen. States,2017,12,0.0
Other Pen. States,2018,12,0.0
Other Pen. States,2019,12,0.0
Other Pen. States,2020,12,0.0
Peninsula,1980,12,221.0111514
Peninsula,1981,12,243.4873047
Peninsula,1982,12,378.3385999
Peninsula,1983,12,378.2531625
Peninsula,1984,12,277.0280498
Peninsula,1985,12,219.6777485
Peninsula,1986,12,265.3367106
Peninsula,1987,12,441.2682426
Peninsula,1988,12,148.0928431
Peninsula,1989,12,217.4991519
Peninsula,1990,12,322.3615284
Peninsula,1991,12,546.6450256
Peninsula,1992,12,331.6283209
Peninsula,1993,12,367.9660673
Peninsula,1994,12,241.3186509
Peninsula,1995,12,400.4360882
Peninsula,1996,12,273.3530711
Peninsula,1997,12,311.0119414
Peninsula,1998,12,388.8021122
Peninsula,1999,12,260.7246332
Peninsula,2000,12,338.0988874
Peninsula,2001,12,306.3769307
Peninsula,2002,12,277.57908
Peninsula,2003,12,292.6316136
Peninsula,2004,12,211.1771504
Peninsula,2005,12,303.7847483
Peninsula,2006,12,429.7420354
Peninsula,2007,12,457.7847963
Peninsula,2008,12,304.2322817
Peninsula,2009,12,316.2697444
Peninsula,2010,12,290.0270329
Peninsula,2011,12,402.8222116
Peninsula,2012,12,379.5948288
Peninsula,2013,12,388.0303504
Peninsula,2014,12,490.879544
Peninsula,2015,12,288.8139018
Peninsula,2016,12,285.2185808
Peninsula,2017,12,0.0
Peninsula,2018,12,0.0
Peninsula,2019,12,0.0
Peninsula,2020,12,0.0
Sabah,1980,12,486.8944444
Sabah,1981,12,231.8
Sabah,1982,12,229.135
Sabah,1983,12,571.01
Sabah,1984,12,419.075
Sabah,1985,12,316.6
Sabah,1986,12,167.645
Sabah,1987,12,429.645
Sabah,1988,12,559.915
Sabah,1989,12,165.725
Sabah,1990,12,152.135
Sabah,1991,12,429.79
Sabah,1992,12,267.0
Sabah,1993,12,482.2
Sabah,1994,12,361.54
Sabah,1995,12,353.735
Sabah,1996,12,438.275
Sabah,1997,12,142.4
Sabah,1998,12,382.775
Sabah,1999,12,510.6
Sabah,2000,12,261.865
Sabah,2001,12,336.475
Sabah,2002,12,148.86
Sabah,2003,12,463.87
Sabah,2004,12,480.975
Sabah,2005,12,529.15
Sabah,2006,12,515.24
Sabah,2007,12,401.165
Sabah,2008,12,235.3
Sabah,2009,12,206.93
Sabah,2010,12,290.83
Sabah,2011,12,552.31
Sabah,2012,12,287.94
Sabah,2013,12,260.27
Sabah,2014,12,343.675
Sabah,2015,12,181.39
Sabah,2016,12,489.822
Sabah,2017,12,0.0
Sabah,2018,12,0.0
Sabah,2019,12,0.0
Sabah,2020,12,0.0
Sarawak,1980,12,513.15
Sarawak,1981,12,380.8875
Sarawak,1982,12,392.3625
Sarawak,1983,12,520.37
Sarawak,1984,12,352.59
Sarawak,1985,12,422.24
Sarawak,1986,12,196.29
Sarawak,1987,12,505.18
Sarawak,1988,12,435.69
Sarawak,1989,12,334.93
Sarawak,1990,12,364.49
Sarawak,1991,12,368.22
Sarawak,1992,12,466.16
Sarawak,1993,12,418.11
Sarawak,1994,12,422.59
Sarawak,1995,12,447.43
Sarawak,1996,12,421.41
Sarawak,1997,12,337.18
Sarawak,1998,12,446.94
Sarawak,1999,12,490.6
Sarawak,2000,12,291.29
Sarawak,2001,12,198.9
Sarawak,2002,12,251.32
Sarawak,2003,12,464.14
Sarawak,2004,12,494.49
Sarawak,2005,12,445.5
Sarawak,2006,12,459.42
Sarawak,2007,12,480.44
Sarawak,2008,12,448.28
Sarawak,2009,12,535.18
Sarawak,2010,12,326.08
Sarawak,2011,12,541.3
Sarawak,2012,12,373.36
Sarawak,2013,12,544.17
Sarawak,2014,12,420.45
Sarawak,2015,12,331.84
Sarawak,2016,12,274.18
Sarawak,2017,12,0.0
Sarawak,2018,12,0.0
Sarawak,2019,12,0.0
Sarawak,2020,12,0.0
